order_id,customer_name,sales,profit
US-2017-118038,Ken Brennan,9.708,-5.8248
US-2017-118038,Ken Brennan,27.24,2.724
US-2014-147606,Joel Eaton,19.3,-14.475
CA-2016-127208,Stewart Carmichael,208.16,56.2032
CA-2016-127208,Stewart Carmichael,16.74,8.0352
CA-2014-139451,Duane Noonan,14.9,4.172
CA-2014-139451,Duane Noonan,21.39,6.2031
CA-2015-149734,Julie Creighton,200.984,62.8075
US-2017-119662,Christopher Schild,230.376,-48.9549
CA-2017-140088,Patrick O'Donnell,301.96,33.2156
CA-2017-155558,Paul Gonzalez,19.99,6.7966
CA-2017-155558,Paul Gonzalez,6.16,2.9568
CA-2016-159695,Gary Mitchum,158.368,13.8572
CA-2016-109806,Jim Sink,20.1,6.633
CA-2016-109806,Jim Sink,73.584,8.2782
CA-2016-109806,Jim Sink,6.48,3.1104
CA-2015-149587,Karl Braun,12.96,6.2208
CA-2015-149587,Karl Braun,53.34,16.5354
CA-2015-149587,Karl Braun,32.96,16.1504
US-2017-109484,Roger Barcio,5.682,-3.788
CA-2017-161018,Parhena Norris,96.53,40.5426
CA-2017-157833,Katherine Ducich,51.312,17.9592
CA-2016-149223,Elpida Rittenbach,77.88,22.5852
CA-2016-158568,Rick Bensley,64.624,22.6184
CA-2016-158568,Rick Bensley,95.976,-10.7973
CA-2016-158568,Rick Bensley,1.788,-3.0396
CA-2016-129903,Gary Zandusky,23.92,11.7208
US-2015-156867,Lena Cacioppo,238.896,-26.8758
US-2015-156867,Lena Cacioppo,102.36,-3.8385
US-2015-156867,Lena Cacioppo,36.882,-25.8174
CA-2017-119004,Janet Martin,74.112,17.6016
CA-2017-119004,Janet Martin,27.992,2.0994
CA-2017-119004,Janet Martin,3.304,1.0738
CA-2015-129476,Pete Armstrong,339.96,67.992
CA-2017-146780,Cynthia Voltz,41.96,10.9096
CA-2016-128867,Clay Ludtke,75.96,22.788
CA-2016-128867,Clay Ludtke,27.24,13.3476
CA-2014-115259,Ryan Crowe,40.096,14.5348
CA-2014-115259,Ryan Crowe,4.72,1.652
CA-2014-115259,Ryan Crowe,23.976,7.4925
CA-2014-115259,Ryan Crowe,130.464,44.0316
CA-2015-110457,Dave Kipp,787.53,165.3813
US-2015-136476,Greg Guthrie,157.794,-115.7156
CA-2016-103730,Steven Cartwright,47.04,18.3456
CA-2016-103730,Steven Cartwright,30.84,13.878
CA-2016-103730,Steven Cartwright,226.56,63.4368
CA-2016-103730,Steven Cartwright,115.02,51.759
CA-2016-103730,Steven Cartwright,68.04,19.7316
US-2014-152030,Alan Dominguez,600.558,-8.5794
US-2014-134614,Philip Fox,617.7,-407.682
US-2017-107272,Troy Staebel,2.388,-1.8308
US-2017-107272,Troy Staebel,243.992,30.499
US-2016-125969,Lindsay Shagiari,81.424,-9.1602
US-2016-125969,Lindsay Shagiari,238.56,26.2416
US-2017-164147,Dorothy Wardle,59.97,-11.994
US-2017-164147,Dorothy Wardle,78.304,29.364
US-2017-164147,Dorothy Wardle,21.456,6.9732
CA-2016-145583,Lena Creighton,20.04,9.6192
CA-2016-145583,Lena Creighton,35.44,16.6568
CA-2016-145583,Lena Creighton,11.52,3.456
CA-2016-145583,Lena Creighton,4.02,1.9698
CA-2016-145583,Lena Creighton,76.176,26.6616
CA-2016-145583,Lena Creighton,65.88,18.4464
CA-2016-145583,Lena Creighton,43.12,20.6976
CA-2016-110366,Jonathan Doherty,82.8,10.35
CA-2017-106180,Sally Hughsby,8.82,2.3814
CA-2017-106180,Sally Hughsby,10.86,5.1042
CA-2017-106180,Sally Hughsby,143.7,68.976
CA-2017-155376,Sandra Glassco,839.43,218.2518
CA-2015-110744,Helen Andreada,671.93,20.1579
CA-2014-110072,Maureen Gastineau,93.888,12.9096
CA-2016-114489,Justin Ellison,384.45,103.8015
CA-2016-114489,Justin Ellison,149.97,5.9988
CA-2016-114489,Justin Ellison,1951.84,585.552
CA-2016-114489,Justin Ellison,171.55,80.6285
CA-2016-158834,Tamara Willingham,157.92,17.766
CA-2016-158834,Tamara Willingham,203.184,15.2388
CA-2015-124919,Stephanie Phelps,58.38,26.271
CA-2015-124919,Stephanie Phelps,105.52,48.5392
CA-2015-124919,Stephanie Phelps,80.88,21.0288
CA-2015-118948,Neil Knudson,6.63,1.7901
CA-2014-104269,Dave Brooks,457.568,51.4764
CA-2016-114104,Nora Paige,14.62,6.8714
CA-2016-114104,Nora Paige,944.93,236.2325
CA-2016-162733,Ted Trevino,5.98,2.691
CA-2015-119697,Eric Murdock,54.384,1.3596
CA-2016-154508,Ruben Dartt,28.4,13.348
CA-2016-113817,Max Jones,27.68,9.688
CA-2014-139892,Becky Martin,9.936,2.7324
CA-2014-139892,Becky Martin,8159.952,-1359.992
CA-2014-139892,Becky Martin,275.928,-58.6347
CA-2014-139892,Becky Martin,1740.06,-24.858
CA-2014-139892,Becky Martin,32.064,6.8136
CA-2014-139892,Becky Martin,177.98,-453.849
CA-2014-139892,Becky Martin,143.976,8.9985
CA-2014-118962,Chad Sievert,20.94,9.8418
CA-2014-118962,Chad Sievert,110.96,53.2608
CA-2014-118962,Chad Sievert,340.144,21.259
US-2014-100853,Jennifer Braxton,52.448,-131.12
US-2014-100853,Jennifer Braxton,20.16,6.552
US-2017-152366,Shirley Jackson,97.264,-243.16
US-2015-101511,Joel Eaton,396.802,-11.3372
US-2015-101511,Joel Eaton,15.88,-3.7715
CA-2015-137225,Jim Kriz,3.28,1.4104
CA-2014-166191,David Kendrick,24.816,1.8612
CA-2014-166191,David Kendrick,408.744,76.6395
CA-2014-158274,Robert Marley,503.96,131.0296
CA-2014-158274,Robert Marley,149.95,41.986
CA-2014-158274,Robert Marley,29.0,7.25
CA-2016-105018,Sally Knutson,7.16,3.4368
CA-2014-123260,Frank Merwin,176.8,22.984
CA-2016-157000,Alice McCarthy,37.224,3.7224
CA-2016-157000,Alice McCarthy,20.016,6.255
CA-2015-102281,Mark Packer,899.136,112.392
CA-2015-102281,Mark Packer,71.76,20.0928
CA-2015-102281,Mark Packer,51.84,24.8832
CA-2015-102281,Mark Packer,626.352,46.9764
CA-2015-102281,Mark Packer,19.9,6.567
CA-2015-131457,Mary Zewe,14.28,6.7116
CA-2014-140004,Cassandra Brandow,7.408,1.2038
CA-2014-140004,Cassandra Brandow,6.048,1.5876
CA-2017-107720,Valerie Mitchum,46.26,12.0276
US-2017-124303,Fred Hopkins,2.946,-2.2586
US-2017-124303,Fred Hopkins,16.056,5.8203
CA-2017-105074,Maria Bertelson,21.744,6.795
CA-2014-133690,Bruce Stewart,218.75,-161.875
CA-2014-133690,Bruce Stewart,2.6,0.2925
US-2017-116701,Logan Currie,66.284,-178.9668
CA-2017-126382,Heather Kirkland,35.168,9.6712
CA-2017-108329,Laurel Elliston,444.768,44.4768
CA-2017-135860,Joseph Holt,83.92,5.8744
CA-2017-135860,Joseph Holt,131.98,35.6346
CA-2017-135860,Joseph Holt,15.92,7.4824
CA-2017-135860,Joseph Holt,52.29,16.2099
CA-2017-135860,Joseph Holt,91.99,3.6796
CA-2015-101007,Michael Stewart,20.8,6.5
CA-2015-146262,Victoria Wilson,23.68,8.88
CA-2015-146262,Victoria Wilson,452.45,-244.323
CA-2015-146262,Victoria Wilson,62.982,-14.6958
CA-2015-146262,Victoria Wilson,1188.0,-950.4
CA-2015-146262,Victoria Wilson,89.584,4.4792
CA-2016-130162,Jonathan Howell,93.06,26.0568
CA-2016-130162,Jonathan Howell,302.376,22.6782
CA-2015-169397,Joni Blumstein,5.584,1.8148
CA-2015-169397,Joni Blumstein,22.704,8.2302
CA-2015-169397,Joni Blumstein,19.776,-13.8432
CA-2015-169397,Joni Blumstein,72.704,19.0848
CA-2015-169397,Joni Blumstein,479.988,-383.9904
CA-2015-169397,Joni Blumstein,27.168,2.7168
CA-2015-163055,David Smith,2.2,0.968
CA-2015-163055,David Smith,622.45,136.939
CA-2015-163055,David Smith,21.98,0.2198
US-2015-145436,Valerie Dominguez,161.568,-28.2744
US-2015-145436,Valerie Dominguez,389.696,43.8408
US-2014-156216,Erin Ashbrook,18.648,-12.432
US-2017-100930,Christopher Schild,233.86,-102.048
US-2017-100930,Christopher Schild,620.6145,-248.2458
US-2017-100930,Christopher Schild,5.328,-3.552
US-2017-100930,Christopher Schild,258.072,0.0
US-2017-100930,Christopher Schild,617.976,-7.7247
CA-2017-160514,David Bremer,10.56,4.752
CA-2016-157749,Ken Lonsdale,25.92,9.396
CA-2016-157749,Ken Lonsdale,419.68,-356.728
CA-2016-157749,Ken Lonsdale,11.688,-4.6752
CA-2016-157749,Ken Lonsdale,31.984,11.1944
CA-2016-157749,Ken Lonsdale,177.225,-120.513
CA-2016-157749,Ken Lonsdale,4.044,-2.8308
CA-2016-157749,Ken Lonsdale,7.408,1.2038
CA-2014-131926,Dianna Wilson,2001.86,580.5394
CA-2014-131926,Dianna Wilson,166.72,41.68
CA-2014-131926,Dianna Wilson,47.88,23.94
CA-2014-131926,Dianna Wilson,1503.25,496.0725
CA-2014-131926,Dianna Wilson,25.92,12.4416
CA-2016-154739,Logan Haushalter,321.568,28.1372
CA-2016-145625,Kelly Collister,7.61,3.5767
CA-2016-145625,Kelly Collister,3347.37,636.0003
CA-2016-146941,Delfina Latchford,80.58,22.5624
CA-2016-146941,Delfina Latchford,361.92,162.864
US-2015-159982,Dan Reichenbach,12.132,-8.4924
US-2015-159982,Dan Reichenbach,82.368,-19.5624
US-2015-159982,Dan Reichenbach,53.92,4.044
US-2015-159982,Dan Reichenbach,647.904,56.6916
CA-2017-163139,Craig Carreira,20.37,6.9258
CA-2017-163139,Craig Carreira,221.55,6.6465
CA-2017-163139,Craig Carreira,17.52,6.132
US-2017-155299,Dorris liebe,1.624,-4.466
US-2014-106992,Sean Braxton,3059.982,-509.997
US-2014-106992,Sean Braxton,2519.958,-251.9958
CA-2016-125318,Roy Collins,328.224,28.7196
CA-2015-155040,Alan Hwang,79.9,35.156
CA-2017-136826,Claudia Bergmann,14.016,4.7304
CA-2016-111010,Paul Gonzalez,7.56,0.3024
US-2017-145366,Christine Abelman,37.208,-7.4416
US-2017-145366,Christine Abelman,57.576,21.591
CA-2017-163979,Kristen Hastings,725.84,210.4936
CA-2015-155334,Helen Andreada,209.93,92.3692
CA-2015-155334,Helen Andreada,5.28,2.3232
CA-2015-155334,Helen Andreada,10.92,4.095
CA-2017-118136,Barry Blumstein,8.82,4.0572
CA-2017-118136,Barry Blumstein,5.98,1.5548
CA-2017-132976,Andrew Gjertsen,11.648,4.0768
CA-2017-132976,Andrew Gjertsen,18.176,5.9072
CA-2017-132976,Andrew Gjertsen,59.712,5.9712
CA-2017-132976,Andrew Gjertsen,24.84,8.694
US-2015-161991,Steven Cartwright,2.08,-3.432
US-2015-161991,Steven Cartwright,1114.4,376.11
CA-2015-130890,Jas O'Carroll,1038.84,51.942
CA-2015-130883,Tracy Blumstein,141.76,47.844
CA-2015-130883,Tracy Blumstein,239.8,47.96
CA-2015-130883,Tracy Blumstein,31.104,10.8864
CA-2016-112697,Alan Haines,254.058,-169.372
CA-2016-112697,Alan Haines,194.528,24.316
CA-2016-112697,Alan Haines,961.48,-204.3145
CA-2016-110772,Nick Zandusky,19.096,6.6836
CA-2016-110772,Nick Zandusky,18.496,6.2424
CA-2016-110772,Nick Zandusky,255.984,54.3966
CA-2016-110772,Nick Zandusky,86.97,-48.7032
CA-2014-111451,Kelly Lampkin,300.416,78.8592
CA-2014-111451,Kelly Lampkin,230.352,20.1558
CA-2014-111451,Kelly Lampkin,218.352,-24.5646
CA-2014-111451,Kelly Lampkin,78.6,-62.88
CA-2014-111451,Kelly Lampkin,27.552,9.2988
CA-2016-142545,Jonathan Doherty,32.4,15.552
CA-2016-142545,Jonathan Doherty,1082.48,10.8248
CA-2016-142545,Jonathan Doherty,56.91,27.3168
CA-2016-142545,Jonathan Doherty,77.6,38.024
CA-2016-142545,Jonathan Doherty,14.28,6.5688
US-2017-152380,Jonathan Howell,219.075,-131.445
CA-2015-144253,Alan Schoenberger,26.8,12.864
CA-2014-130960,Ken Brennan,9.84,2.8536
CA-2014-111003,Corey Roper,45.48,20.9208
CA-2014-111003,Corey Roper,289.2,83.868
CA-2017-126774,Shahid Hopkins,4.89,2.0049
CA-2016-142902,Ben Peterman,15.136,3.5948
CA-2016-142902,Ben Peterman,466.768,52.5114
CA-2016-142902,Ben Peterman,15.232,1.7136
CA-2016-142902,Ben Peterman,6.264,2.0358
CA-2014-120887,Thomas Seio,87.54,37.6422
CA-2014-167850,Andy Gerbode,178.384,22.298
CA-2014-167850,Andy Gerbode,15.552,5.4432
CA-2014-164259,Sung Pak,99.136,8.6744
CA-2014-164973,Nathan Mautz,135.882,24.1568
CA-2014-164973,Nathan Mautz,3991.98,1995.99
CA-2014-164973,Nathan Mautz,275.94,80.0226
CA-2014-164973,Nathan Mautz,360.0,129.6
CA-2014-164973,Nathan Mautz,43.57,13.071
CA-2014-156601,Frank Atkinson,7.16,3.58
CA-2016-162138,Grace Kelly,251.52,81.744
CA-2016-162138,Grace Kelly,99.99,34.9965
CA-2017-153339,Don Jones,15.992,0.9995
US-2016-141544,Patrick O'Brill,290.898,-67.8762
US-2016-141544,Patrick O'Brill,54.224,3.389
US-2016-141544,Patrick O'Brill,786.744,-258.5016
US-2016-141544,Patrick O'Brill,100.24,33.831
US-2016-141544,Patrick O'Brill,37.764,-27.6936
US-2016-150147,John Lucas,82.8,-20.7
US-2016-150147,John Lucas,20.724,-13.816
US-2016-150147,John Lucas,4.896,-3.4272
CA-2015-137946,Doug Bickford,4.752,1.6038
CA-2015-137946,Doug Bickford,959.984,335.9944
CA-2015-137946,Doug Bickford,14.368,4.49
CA-2014-129924,Alyssa Crouse,7.712,2.7956
CA-2014-129924,Alyssa Crouse,698.352,-17.4588
CA-2015-128167,Ken Lonsdale,4.96,2.3312
CA-2014-122336,Jonathan Doherty,17.856,1.116
CA-2014-122336,Jonathan Doherty,509.97,-407.976
CA-2014-122336,Jonathan Doherty,30.992,10.0724
CA-2014-122336,Jonathan Doherty,71.928,8.3916
US-2015-120712,Chad Sievert,88.8,-2.22
CA-2017-169901,Clay Cheatham,47.976,4.7976
CA-2017-134306,Tamara Dahlen,7.56,3.0996
CA-2017-134306,Tamara Dahlen,24.56,11.5432
CA-2017-134306,Tamara Dahlen,12.96,4.1472
CA-2016-129714,Adam Bellavance,6.79,2.3086
CA-2016-129714,Adam Bellavance,24.56,11.5432
CA-2016-129714,Adam Bellavance,3.048,1.0668
CA-2016-129714,Adam Bellavance,49.12,23.0864
CA-2016-129714,Adam Bellavance,4355.168,1415.4296
CA-2016-138520,Jeremy Lonsdale,388.704,-4.8588
CA-2016-138520,Jeremy Lonsdale,8.26,3.7996
CA-2016-138520,Jeremy Lonsdale,17.04,6.9864
CA-2016-138520,Jeremy Lonsdale,34.4,15.824
CA-2016-130001,Heather Kirkland,36.24,11.325
CA-2017-155698,Victoria Brennan,647.84,168.4384
CA-2017-155698,Victoria Brennan,20.7,9.936
CA-2017-144904,Katrina Willman,20.7,9.936
CA-2017-144904,Katrina Willman,488.646,86.8704
CA-2017-144904,Katrina Willman,5.56,1.4456
CA-2017-144904,Katrina Willman,47.12,20.7328
CA-2014-123344,Julia Dunbar,211.96,8.4784
CA-2016-155516,Michael Kennedy,23.2,10.44
CA-2016-155516,Michael Kennedy,7.36,0.1472
CA-2016-155516,Michael Kennedy,104.79,29.3412
CA-2016-155516,Michael Kennedy,1043.92,271.4192
CA-2017-104745,Guy Thornton,25.92,9.396
CA-2017-104745,Guy Thornton,53.424,4.6746
US-2014-119137,Arthur Gainer,8.16,-5.712
US-2014-119137,Arthur Gainer,1023.936,179.1888
US-2014-119137,Arthur Gainer,9.24,0.924
US-2014-119137,Arthur Gainer,479.04,-29.94
US-2016-134656,Muhammed MacIntyre,99.136,30.98
US-2017-134481,Allen Rosenblatt,1488.424,-297.6848
CA-2015-130792,Russell Applegate,8.652,-20.3322
CA-2015-130792,Russell Applegate,23.832,2.6811
CA-2015-130792,Russell Applegate,12.176,-18.8728
CA-2016-134775,Alejandro Savely,50.96,25.48
CA-2016-134775,Alejandro Savely,49.536,17.3376
CA-2015-125395,Laura Armstrong,41.9,8.799
US-2015-168935,Denny Ordway,375.4575,-157.0095
US-2015-168935,Denny Ordway,83.976,-1.0497
CA-2015-122756,Dean Katz,482.34,-337.638
CA-2015-122756,Dean Katz,2.96,0.777
CA-2014-115973,Nathan Gelder,2.624,0.4264
CA-2017-101798,Mike Vittorini,23.36,7.884
CA-2017-101798,Mike Vittorini,39.98,13.5932
US-2014-135972,Jack Garza,246.384,27.7182
US-2014-135972,Jack Garza,1799.97,701.9883
US-2014-134971,Bart Pistole,12.462,-20.5623
CA-2017-102946,Victor Preis,75.792,25.5798
CA-2017-165603,Saphhira Shifley,49.96,9.4924
CA-2017-165603,Saphhira Shifley,12.96,6.2208
CA-2015-122259,Harold Pawlan,70.12,21.036
CA-2016-108987,Anna Gayman,35.952,3.5952
CA-2016-108987,Anna Gayman,2396.2656,-317.1528
CA-2016-108987,Anna Gayman,131.136,-32.784
CA-2016-108987,Anna Gayman,57.584,0.7198
CA-2014-113166,Luke Foster,9.568,3.4684
CA-2014-155208,Stephanie Phelps,39.072,9.768
CA-2017-117933,Roy Französisch,35.91,9.6957
CA-2017-117457,Keith Herrera,179.95,37.7895
CA-2017-117457,Keith Herrera,1199.976,434.9913
CA-2017-117457,Keith Herrera,27.15,13.3035
CA-2017-117457,Keith Herrera,1004.024,-112.9527
CA-2017-117457,Keith Herrera,9.68,4.6464
CA-2017-117457,Keith Herrera,28.35,13.608
CA-2017-117457,Keith Herrera,55.98,27.4302
CA-2017-117457,Keith Herrera,1336.829,31.4548
CA-2017-117457,Keith Herrera,113.568,-18.4548
CA-2017-142636,Kimberly Carter,139.86,65.7342
CA-2017-142636,Kimberly Carter,307.136,26.8744
CA-2017-122105,Caroline Jumper,95.92,25.8984
CA-2016-148796,Philip Brown,383.8,38.38
CA-2017-154816,Victoria Brennan,5.78,2.8322
CA-2017-110478,Sung Pak,9.32,2.7028
CA-2017-110478,Sung Pak,15.25,7.015
CA-2014-142048,Joel Eaton,196.752,56.5662
CA-2017-125388,Michael Paige,56.56,14.7056
CA-2017-125388,Michael Paige,32.7,8.502
CA-2017-155705,Natalie Fritzler,866.4,225.264
CA-2017-149160,Janet Molinari,28.4,11.076
CA-2017-149160,Janet Molinari,287.92,138.2016
CA-2014-101476,Shirley Daniels,69.99,30.0957
CA-2017-152275,Ken Heidel,6.672,0.5004
US-2016-123750,Ross Baird,189.588,-145.3508
US-2016-123750,Ross Baird,408.744,76.6395
US-2016-123750,Ross Baird,291.96,54.7425
US-2016-123750,Ross Baird,4.768,-0.7748
CA-2016-127369,Dave Brooks,714.3,207.147
US-2014-150574,Mike Kennedy,4.812,-3.6892
US-2014-150574,Mike Kennedy,247.8,-18.585
CA-2016-147375,Philisse Overcash,1007.979,43.1991
CA-2016-147375,Philisse Overcash,313.488,113.6394
CA-2017-130043,Brenda Bowman,31.872,11.5536
CA-2017-157252,Cynthia Voltz,207.846,2.3094
CA-2016-115756,Pete Kriz,12.22,3.666
CA-2016-115756,Pete Kriz,194.94,23.3928
CA-2016-115756,Pete Kriz,70.95,20.5755
CA-2016-115756,Pete Kriz,91.36,42.0256
CA-2016-115756,Pete Kriz,242.94,29.1528
CA-2016-115756,Pete Kriz,22.05,10.584
CA-2017-154214,Troy Blackwell,2.91,1.3677
CA-2016-166674,Raymond Buch,59.52,15.4752
CA-2016-166674,Raymond Buch,161.94,9.7164
CA-2016-166674,Raymond Buch,263.88,71.2476
CA-2016-166674,Raymond Buch,30.48,7.9248
CA-2016-166674,Raymond Buch,9.84,2.8536
CA-2016-166674,Raymond Buch,35.12,9.1312
CA-2017-147277,Ed Braxton,284.364,-75.8304
CA-2017-147277,Ed Braxton,665.408,66.5408
CA-2016-100153,Ken Heidel,63.88,24.9132
US-2014-110674,Sanjit Chand,129.568,-24.294
US-2016-157945,Natalie Fritzler,747.558,-96.1146
US-2016-157945,Natalie Fritzler,8.928,3.348
CA-2015-109638,Joseph Holt,103.92,36.372
CA-2015-109638,Joseph Holt,899.91,377.9622
CA-2015-109638,Joseph Holt,51.312,18.6006
CA-2016-109869,Tanja Norvell,23.56,7.068
CA-2016-109869,Tanja Norvell,1272.63,-814.4832
CA-2016-109869,Tanja Norvell,28.485,-20.889
CA-2016-109869,Tanja Norvell,185.376,-34.758
CA-2016-109869,Tanja Norvell,78.272,5.8704
US-2015-101399,Joni Sundaresam,254.744,-312.0614
CA-2017-154907,David Smith,205.3328,-36.2352
US-2016-100419,Craig Carreira,4.788,-7.9002
CA-2015-154144,Maya Herman,55.48,26.6304
CA-2014-144666,Jeremy Pistek,340.92,3.4092
CA-2014-144666,Jeremy Pistek,222.666,10.4784
CA-2014-144666,Jeremy Pistek,703.968,87.996
CA-2014-144666,Jeremy Pistek,92.52,24.9804
CA-2014-144666,Jeremy Pistek,62.65,28.819
CA-2014-144666,Jeremy Pistek,94.85,45.528
CA-2016-103891,Kristen Hastings,95.76,7.182
CA-2016-152632,Jeremy Ellison,40.2,19.296
CA-2016-100790,John Grady,14.7,6.615
CA-2016-100790,John Grady,704.25,84.51
CA-2014-134677,Xylona Preis,9.09,1.9089
CA-2014-127691,Erin Mull,5.96,1.6688
CA-2014-127691,Erin Mull,159.98,57.5928
CA-2017-140963,Michelle Tran,29.6,14.8
CA-2017-140963,Michelle Tran,514.165,-30.245
CA-2017-140963,Michelle Tran,279.96,17.4975
CA-2014-154627,Sue Ann Reed,2735.952,341.994
CA-2014-133753,Carl Weiss,7.992,0.5994
CA-2014-133753,Carl Weiss,63.984,10.3974
CA-2014-133753,Carl Weiss,70.368,6.1572
CA-2014-113362,Astrea Jones,449.15,8.983
CA-2014-113362,Astrea Jones,11.07,5.0922
CA-2016-169166,Sonia Sunley,93.98,13.1572
US-2016-120929,Rose O'Brian,189.882,-94.941
CA-2015-134782,Maribeth Dona,105.42,51.6558
CA-2016-126158,Sanjit Chand,119.616,40.3704
CA-2016-126158,Sanjit Chand,255.76,81.8432
CA-2016-126158,Sanjit Chand,241.568,18.1176
CA-2016-126158,Sanjit Chand,69.3,22.869
US-2016-105578,Maribeth Yedwab,22.62,-15.08
US-2016-105578,Maribeth Yedwab,14.952,-11.9616
US-2016-105578,Maribeth Yedwab,801.568,50.098
US-2016-105578,Maribeth Yedwab,2.376,-1.9008
US-2016-105578,Maribeth Yedwab,32.792,11.8871
CA-2017-134978,Ed Braxton,15.92,5.373
CA-2015-145352,Christopher Martinez,2.74,0.7398
CA-2015-145352,Christopher Martinez,8.34,2.1684
CA-2015-145352,Christopher Martinez,46.74,11.685
CA-2015-145352,Christopher Martinez,6354.95,3177.475
CA-2017-135307,Lynn Smith,126.3,40.416
CA-2017-135307,Lynn Smith,38.04,12.1728
CA-2016-106341,Luke Foster,7.152,0.7152
CA-2017-163405,Bradley Nguyen,6.63,1.7901
CA-2017-163405,Bradley Nguyen,5.88,1.7052
CA-2017-127432,Alan Dominguez,2999.95,1379.977
CA-2017-127432,Alan Dominguez,51.45,13.8915
CA-2017-127432,Alan Dominguez,11.96,5.382
CA-2017-127432,Alan Dominguez,1126.02,56.301
CA-2015-157812,Dean Braden,18.392,5.2877
CA-2015-157812,Dean Braden,129.568,-25.9136
CA-2015-157812,Dean Braden,14.112,-21.168
CA-2017-145142,Matt Connell,210.98,21.098
US-2016-139486,Logan Haushalter,55.176,-12.4146
US-2016-139486,Logan Haushalter,66.26,27.1666
CA-2015-158792,Brian Dahlen,22.2,10.434
CA-2017-113558,Patricia Hirasaki,683.952,42.747
CA-2017-113558,Patricia Hirasaki,45.696,5.1408
